"Date","maxtempC","mintempC","DewPointC","cloudcover","humidity","pressure","visibility","windspeedKmph","precipMM","RainToday","RainNextday"
"1/1/2009",31,13,7.166666667,0.625,37.125,1012.875,10,4.5,0,0,0
"1/2/2009",30,15,9.25,3.833333333,45,1013.625,10,5.458333333,0,0,0
"1/3/2009",30,15,10.20833333,4.041666667,48.625,1014.833333,10,3.75,0,0,0
"1/4/2009",31,14,11.25,5.291666667,51.875,1013.625,10,2.583333333,0,0,0
"1/5/2009",30,15,11.20833333,8.416666667,51.20833333,1011.75,10,4.791666667,0,0,0
"1/6/2009",29,15,10.25,1.625,46.29166667,1011.833333,10,5.25,0,0,0
"1/7/2009",29,14,8.208333333,24.375,40.91666667,1012.791667,10,3.708333333,0,0,0
"1/8/2009",28,20,10.375,23.25,43.45833333,1014.583333,10,4.875,0,0,0
"1/9/2009",27,20,13.625,29.16666667,55.625,1015.583333,10,5.083333333,0,0,1
"1/10/2009",31,19,14.08333333,27.75,54.70833333,1014.958333,9.375,4.958333333,0.008333333,1,0
"1/11/2009",31,20,12,25.29166667,45.66666667,1015.083333,10,4.333333333,0,0,0
"1/12/2009",31,19,10.75,14.79166667,43.83333333,1017,10,3.833333333,0,0,0
"1/13/2009",30,17,9.583333333,4.875,41.54166667,1018.291667,10,7.25,0,0,0
"1/14/2009",30,17,8.625,3.541666667,38.75,1018.458333,10,8.458333333,0,0,0
"1/15/2009",30,17,7.791666667,2.625,37.83333333,1017.666667,10,8.708333333,0,0,0
"1/16/2009",30,17,8.541666667,2.541666667,38.5,1017.125,10,7.958333333,0,0,0
"1/17/2009",30,16,9.416666667,9.625,41.83333333,1015.625,10,5.291666667,0,0,0
"1/18/2009",31,17,9.333333333,3.5,40.375,1014.583333,10,6.125,0,0,0
"1/19/2009",31,18,8.75,1,35.91666667,1014.208333,10,6.875,0,0,0
"1/20/2009",32,17,6.041666667,2.583333333,30.04166667,1014.041667,10,6.666666667,0,0,0
"1/21/2009",33,18,6.5,1.291666667,30.70833333,1013.833333,10,4.791666667,0,0,0
"1/22/2009",33,16,6.833333333,5.708333333,33.66666667,1012.875,10,4.416666667,0,0,0
"1/23/2009",33,18,4.708333333,2.75,26.79166667,1011.875,10,7.083333333,0,0,0
"1/24/2009",33,16,1.375,41.95833333,24.70833333,1011.625,10,4.708333333,0,0,0
"1/25/2009",33,15,5.041666667,25.625,30.58333333,1011.833333,10,3.791666667,0,0,0
"1/26/2009",33,16,6.708333333,0,31.25,1012.166667,10,4.708333333,0,0,0
"1/27/2009",33,17,7.416666667,0.5,32.58333333,1012.458333,10,4.25,0,0,0
"1/28/2009",34,16,6.583333333,1.666666667,31.20833333,1011.958333,10,4.708333333,0,0,0
"1/29/2009",34,16,4.333333333,5.166666667,28.125,1012.333333,10,4.5,0,0,0
"1/30/2009",35,18,6.125,6.916666667,29.08333333,1012,10,4.5,0,0,0
"1/31/2009",36,18,7.708333333,3.291666667,30,1011.791667,10,4.625,0,0,0
"2/1/2009",34,17,5.5,0.916666667,25.20833333,1012.916667,10,5.625,0,0,0
"2/2/2009",34,17,2.791666667,0,21.79166667,1013.791667,10,5.666666667,0,0,0
"2/3/2009",33,17,4.208333333,0,25.125,1013.625,10,5.916666667,0,0,0
"2/4/2009",33,14,5.083333333,0.625,29.875,1013.75,10,5.708333333,0,0,0
"2/5/2009",32,13,7.625,0,35.875,1014,10,5.291666667,0,0,0
"2/6/2009",34,16,6.375,0,30.70833333,1013.916667,10,4.458333333,0,0,0
"2/7/2009",34,18,4.583333333,1.416666667,25.5,1012.958333,10,5.083333333,0,0,0
"2/8/2009",35,18,6.166666667,3.125,27.58333333,1013.916667,10,4.708333333,0,0,0
"2/9/2009",35,18,5.416666667,4.416666667,25.83333333,1013.958333,10,5.166666667,0,0,0
"2/10/2009",31,19,4.708333333,4.5,28.45833333,1013.291667,10,8.958333333,0,0,0
"2/11/2009",32,14,7.041666667,0,38.04166667,1013,10,5.333333333,0,0,0
"2/12/2009",32,13,5.291666667,0,33.5,1012.583333,10,6.208333333,0,0,0
"2/13/2009",32,13,7.958333333,0.625,40.83333333,1011.791667,10,5.791666667,0,0,0
"2/14/2009",33,14,9.75,2.458333333,43.70833333,1011.833333,10,5.375,0,0,0
"2/15/2009",35,16,8.375,1.541666667,33.875,1011.375,10,4.541666667,0,0,0
"2/16/2009",34,18,6.166666667,4.583333333,29.25,1011.625,10,5.791666667,0,0,0
"2/17/2009",32,19,9.708333333,17.58333333,36.66666667,1011.583333,10,5.916666667,0,0,0
"2/18/2009",35,18,8.625,8.583333333,32.95833333,1011.5,10,4.208333333,0,0,0
"2/19/2009",35,21,6.25,5.333333333,26.33333333,1010.166667,10,4.625,0,0,0
"2/20/2009",35,20,6.083333333,4.541666667,27.125,1011.875,10,6.583333333,0,0,0
"2/21/2009",35,20,6.958333333,4.5,28.5,1012.083333,10,5.583333333,0,0,0
"2/22/2009",37,18,8.041666667,2.75,29.41666667,1009.666667,10,5.25,0,0,0
"2/23/2009",37,19,7.375,1.916666667,26.58333333,1010.25,10,4.5,0,0,0
"2/24/2009",35,20,5.083333333,0.25,24.45833333,1011.291667,10,8.291666667,0,0,0
"2/25/2009",37,16,8.791666667,0,32.45833333,1010.583333,10,5.583333333,0,0,0
"2/26/2009",38,18,6.583333333,0,26.375,1010.125,10,4.208333333,0,0,0
"2/27/2009",38,21,3.75,0,18.66666667,1011,10,5.916666667,0,0,0
"2/28/2009",39,20,3.5,0,18.625,1010.916667,10,5.583333333,0,0,0
"3/1/2009",38,20,5.75,0,22.125,1010.666667,10,4.375,0,0,0
"3/2/2009",38,20,3.25,0,18.58333333,1010.75,10,5.166666667,0,0,0
"3/3/2009",39,21,2.958333333,0,17.54166667,1010.125,10,4.041666667,0,0,0
"3/4/2009",39,20,3.958333333,0,20.20833333,1010.25,10,6,0,0,0
"3/5/2009",38,19,7.916666667,0.375,26.58333333,1010.583333,10,5.958333333,0,0,0
"3/6/2009",37,19,6.291666667,1.291666667,24.91666667,1011.083333,10,6.083333333,0,0,0
"3/7/2009",38,19,3.625,0,19.91666667,1010.625,10,5.208333333,0,0,0
"3/8/2009",37,19,5.208333333,1.875,24.70833333,1009.291667,10,6.583333333,0,0,0
"3/9/2009",36,20,9.166666667,6.5,33.45833333,1010.5,10,6.333333333,0,0,0
"3/10/2009",37,22,6.791666667,3.583333333,24.58333333,1010.833333,10,7,0,0,0
"3/11/2009",36,23,9.708333333,5.916666667,29.33333333,1011.875,10,4.958333333,0,0,0
"3/12/2009",35,22,6.916666667,6.375,24.83333333,1011.041667,10,4.416666667,0,0,1
"3/13/2009",34,22,9.333333333,20.95833333,37.58333333,1013.166667,9.166666667,5.791666667,0.1375,1,1
"3/14/2009",32,20,15.66666667,27.33333333,58.29166667,1014.083333,9.708333333,7.333333333,0.154166667,1,0
"3/15/2009",34,21,14.70833333,9.125,51.08333333,1011.958333,10,5.416666667,0,0,0
"3/16/2009",35,20,11.25,3.375,38.41666667,1010.333333,10,4.916666667,0,0,0
"3/17/2009",36,21,6.083333333,2.416666667,23.29166667,1010.125,10,5.291666667,0,0,0
"3/18/2009",36,22,6.75,1.916666667,24.54166667,1010.708333,10,6.5,0,0,0
"3/19/2009",36,20,9.666666667,3.375,31.70833333,1010.541667,10,6.583333333,0,0,0
"3/20/2009",35,20,10.83333333,2.083333333,38.375,1010.458333,10,8.458333333,0,0,0
"3/21/2009",35,17,10.875,0,41.125,1010.75,10,6.833333333,0,0,0
"3/22/2009",37,17,9.875,0.958333333,33.54166667,1009.5,10,4.291666667,0,0,0
"3/23/2009",36,23,8.708333333,5.25,28.25,1010.166667,10,4.541666667,0,0,1
"3/24/2009",37,21,11.70833333,13.75,35.70833333,1011.75,9.875,5.166666667,0.008333333,1,0
"3/25/2009",37,23,10.45833333,3.541666667,31.29166667,1010.916667,10,5.583333333,0,0,0
"3/26/2009",38,22,9.875,2.75,30.125,1010.208333,10,7.458333333,0,0,0
"3/27/2009",37,19,10.25,2.791666667,35.29166667,1010.583333,10,5.958333333,0,0,0
"3/28/2009",38,20,11.45833333,5.708333333,35.95833333,1010.333333,10,7.166666667,0,0,1
"3/29/2009",38,22,12.33333333,7.458333333,34.20833333,1009.125,10,5,0.0125,1,0
"3/30/2009",38,21,12.5,2.958333333,33.875,1008.75,10,4.5,0,0,0
"3/31/2009",37,22,11.83333333,2.375,33.25,1007.125,10,5.916666667,0,0,0
"4/1/2009",39,21,9.875,5.333333333,29.95833333,1007.833333,10,6.291666667,0,0,1
"4/2/2009",39,23,14.25,3.291666667,38,1008.458333,10,6.25,0.016666667,1,0
"4/3/2009",40,25,13.58333333,2.625,34.83333333,1008.75,10,5.083333333,0,0,0
"4/4/2009",38,25,15.875,4.708333333,44.83333333,1009.333333,10,6.166666667,0,0,0
"4/5/2009",40,24,15.54166667,17.70833333,44.91666667,1009.541667,10,4.625,0,0,1
"4/6/2009",37,24,10.41666667,5.166666667,30.91666667,1009.041667,10,8.208333333,0.020833333,1,0
"4/7/2009",36,23,10.33333333,3.916666667,28.16666667,1007.333333,10,7.416666667,0,0,0
"4/8/2009",35,22,11.16666667,2.791666667,36.875,1008.375,10,8.291666667,0,0,0
"4/9/2009",39,18,12.25,0,39.16666667,1008.875,10,5.125,0,0,0
"4/10/2009",39,21,7.875,0.333333333,24.91666667,1008.333333,10,5.666666667,0,0,0
"4/11/2009",39,22,5,0.458333333,19.75,1007.916667,10,6.625,0,0,0
"4/12/2009",39,22,7.375,2.458333333,23.04166667,1007.25,10,8.208333333,0,0,0
"4/13/2009",41,25,10.875,0.666666667,28.70833333,1006,10,5.416666667,0,0,0
"4/14/2009",40,21,12.125,0,34.70833333,1006.541667,10,7.708333333,0,0,0
"4/15/2009",39,21,11.70833333,0,34.125,1007.458333,10,8.416666667,0,0,0
"4/16/2009",38,21,14.16666667,2.166666667,37.75,1006.208333,10,6.583333333,0,0,0
"4/17/2009",39,23,12.79166667,2.208333333,33.5,1005.958333,10,7.625,0,0,0
"4/18/2009",42,24,11.41666667,1.333333333,28.45833333,1006.916667,10,6.041666667,0,0,0
"4/19/2009",41,23,14.91666667,0.25,38.54166667,1008.583333,10,6.625,0,0,0
"4/20/2009",38,22,18.54166667,2.5,56.33333333,1008.791667,10,10.5,0,0,0
"4/21/2009",36,21,17.75,5.291666667,56.83333333,1007.916667,10,10.125,0,0,0
"4/22/2009",37,21,14.875,1.541666667,49.04166667,1008.875,10,9.666666667,0,0,0
"4/23/2009",38,19,13.79166667,1.125,41.66666667,1010.166667,10,6.708333333,0,0,0
"4/24/2009",40,22,7.583333333,0.416666667,22.58333333,1009.125,10,5.125,0,0,0
"4/25/2009",40,24,6.125,5.125,18.875,1008.916667,10,5.166666667,0,0,0
"4/26/2009",39,25,7.375,0.333333333,19.95833333,1008.875,10,5.583333333,0,0,0
"4/27/2009",41,23,13.54166667,0,36.16666667,1008.916667,10,5.958333333,0,0,0
"4/28/2009",41,22,17.125,0.375,46.83333333,1008.916667,10,5.458333333,0,0,0
"4/29/2009",41,22,18.58333333,11.58333333,51.91666667,1009.041667,10,5.833333333,0,0,0
"4/30/2009",40,22,18,13.91666667,54.125,1008.666667,10,8.166666667,0,0,0
"5/1/2009",39,22,18.58333333,3.25,54.125,1009.583333,10,9.208333333,0,0,0
"5/2/2009",41,23,16.29166667,0.958333333,44,1010.291667,10,8.916666667,0,0,0
"5/3/2009",39,23,14,1.375,38.125,1009.583333,10,9.541666667,0,0,0
"5/4/2009",38,21,15.375,0.541666667,43.95833333,1008.291667,10,9.333333333,0,0,1
"5/5/2009",38,21,18.75,4.25,55.66666667,1009.083333,10,8.625,0.0375,1,0
"5/6/2009",38,22,17.66666667,4.583333333,51.29166667,1010.208333,10,8.125,0,0,0
"5/7/2009",39,23,15.5,4.375,40.83333333,1008.083333,10,5.666666667,0,0,0
"5/8/2009",40,25,14.25,3.583333333,35.79166667,1007.291667,10,7.541666667,0,0,0
"5/9/2009",39,23,13,2.791666667,37.16666667,1006.833333,10,9.541666667,0,0,0
"5/10/2009",38,22,14.29166667,1.125,42.04166667,1007.291667,10,10.5,0,0,0
"5/11/2009",37,22,16.20833333,2.25,47.70833333,1007.708333,10,12.29166667,0,0,0
"5/12/2009",37,21,16.20833333,0.958333333,52.08333333,1007.333333,10,10.33333333,0,0,0
"5/13/2009",37,22,19.375,5.958333333,60.95833333,1005.916667,10,10.5,0,0,0
"5/14/2009",36,21,19,6.541666667,60.04166667,1005.75,10,11.75,0,0,0
"5/15/2009",36,22,19.79166667,8.375,61.79166667,1006.416667,10,12.29166667,0,0,0
"5/16/2009",35,24,20.20833333,15.83333333,60.41666667,1007.708333,10,10.375,0,0,1
"5/17/2009",39,24,19.29166667,9.666666667,54.04166667,1007.958333,10,9.208333333,0.075,1,1
"5/18/2009",35,26,18.83333333,35.83333333,53.41666667,1007.541667,9.875,7.208333333,0.045833333,1,1
"5/19/2009",34,24,21.58333333,53.29166667,67.54166667,1007.5,8.625,7.041666667,0.191666667,1,1
"5/20/2009",33,24,21.91666667,44.5,71.16666667,1006.541667,9.25,7.208333333,0.333333333,1,1
"5/21/2009",35,23,22.5,30.66666667,74.08333333,1005.833333,9.625,6.583333333,0.15,1,1
"5/22/2009",34,23,22.125,17.75,72.04166667,1005.791667,9.875,9.666666667,0.029166667,1,0
"5/23/2009",35,22,20.08333333,10.25,63.58333333,1004.875,10,10.20833333,0,0,0
"5/24/2009",35,23,19.5,8.375,61.45833333,1003.666667,10,11.29166667,0,0,0
"5/25/2009",34,22,18.5,6.583333333,58.79166667,1003.25,10,10.08333333,0,0,0
"5/26/2009",34,22,19.33333333,13.375,59,1003.125,10,9.416666667,0,0,0
"5/27/2009",36,22,19.5,6.75,59.70833333,1004.916667,10,8.958333333,0,0,0
"5/28/2009",36,22,20,7.375,60.33333333,1005.791667,10,9.916666667,0,0,0
"5/29/2009",35,23,20.08333333,8.791666667,62,1006.625,10,11.41666667,0,0,0
"5/30/2009",35,22,20.04166667,14.79166667,64.04166667,1005.75,9,11.04166667,0,0,0
"5/31/2009",36,22,19.79166667,8.291666667,62,1005.833333,10,10.66666667,0,0,1
"6/1/2009",35,23,20.375,23.75,67.33333333,1007.083333,10,11.70833333,0.0125,1,1
"6/2/2009",34,22,20.625,31.75,68.08333333,1008.083333,8.833333333,9.791666667,0.020833333,1,1
"6/3/2009",34,23,20.70833333,35.16666667,68.79166667,1009.041667,9.791666667,11.45833333,0.016666667,1,1
"6/4/2009",33,23,21.29166667,53.45833333,72.75,1007.333333,9.875,12.125,0.025,1,1
"6/5/2009",31,23,21.79166667,48.91666667,76.04166667,1004.958333,9.5,9.625,0.2125,1,1
"6/6/2009",29,23,22.125,43.20833333,80.41666667,1003.291667,8.375,9.458333333,0.329166667,1,1
"6/7/2009",26,23,22.41666667,65.04166667,89.29166667,1004.541667,10,9.75,0.091666667,1,1
"6/8/2009",30,23,21.54166667,34.04166667,77.66666667,1006.833333,10,10.79166667,0.054166667,1,1
"6/9/2009",32,22,20.95833333,37.45833333,73.83333333,1008.083333,9,10.33333333,0.004166667,1,1
"6/10/2009",30,22,21.625,39.58333333,77,1008.041667,8.75,9.541666667,0.104166667,1,1
"6/11/2009",31,22,21.29166667,32.625,74.5,1008.333333,8.875,9.125,0.058333333,1,0
"6/12/2009",32,22,21.08333333,26.25,72.54166667,1008.416667,9,11.54166667,0,0,0
"6/13/2009",34,23,20.625,21.5,69.08333333,1009.166667,9,10.625,0,0,0
"6/14/2009",34,22,20.25,15.95833333,65.66666667,1009.166667,10,10.41666667,0,0,0
"6/15/2009",34,23,19.91666667,12.75,64.95833333,1007.75,10,11.58333333,0,0,0
"6/16/2009",34,23,20.25,20.95833333,66.70833333,1006.958333,10,12,0,0,0
"6/17/2009",35,22,20.58333333,22.58333333,66.25,1006.041667,10,11.04166667,0,0,1
"6/18/2009",35,23,21.33333333,26.41666667,66.41666667,1004.958333,10,9.166666667,0.1,1,1
"6/19/2009",33,23,21.70833333,42.41666667,72.16666667,1005.291667,9.75,7.25,0.1625,1,1
"6/20/2009",26,23,23.125,64.58333333,89.95833333,1006.416667,6.416666667,4.625,0.720833333,1,1
"6/21/2009",29,22,22.5,52,84.41666667,1006.791667,7.833333333,4.875,0.183333333,1,1
"6/22/2009",29,22,22.16666667,49.25,82,1005.791667,9,6.625,0.0625,1,1
"6/23/2009",26,23,22,81.25,88.5,1005.25,9,9.791666667,0.183333333,1,1
"6/24/2009",28,22,22,70.08333333,85.375,1005.916667,8.875,8.833333333,0.141666667,1,1
"6/25/2009",27,22,21.95833333,77.75,85.20833333,1006,9.75,10.04166667,0.25,1,1
"6/26/2009",25,22,21.54166667,88.29166667,89.75,1005.75,8.375,10.58333333,0.325,1,1
"6/27/2009",24,22,21.70833333,96.08333333,92.75,1004.541667,6.625,9.166666667,0.2625,1,1
"6/28/2009",27,22,21.875,77.45833333,87.625,1004.291667,9,9.375,0.020833333,1,1
"6/29/2009",28,23,22.20833333,81.25,86.91666667,1004.166667,9,8.291666667,0.020833333,1,1
"6/30/2009",28,22,22,67.79166667,83.79166667,1005.25,10,8.25,0.020833333,1,0
"7/1/2009",29,23,22,67.54166667,82.83333333,1005.25,10,8.958333333,0,0,1
"7/2/2009",26,23,22,94.75,87.375,1004.041667,10,9.333333333,0.15,1,1
"7/3/2009",24,22,21.66666667,99.375,92.5,1002.875,8.958333333,10.5,0.179166667,1,1
"7/4/2009",24,22,21.625,100,92.75,1002.5,8.083333333,11,0.854166667,1,1
"7/5/2009",22,22,21.91666667,100,96.625,1002.458333,4.375,8.5,0.945833333,1,1
"7/6/2009",23,22,22.25,94.66666667,95.70833333,1001.583333,5.125,8.291666667,1.570833333,1,1
"7/7/2009",23,22,22.70833333,100,98.75,1002.291667,2.666666667,5.666666667,2.154166667,1,1
"7/8/2009",23,22,22.625,100,98.625,1002.208333,2.083333333,6,3.1375,1,1
"7/9/2009",23,22,21.91666667,100,97.66666667,1003.416667,3.708333333,8,0.408333333,1,1
"7/10/2009",24,21,22.04166667,98.25,95.79166667,1003.958333,5.5,10,0.120833333,1,1
"7/11/2009",24,22,22.16666667,98.66666667,96.25,1005.291667,6.5,9.333333333,0.241666667,1,1
"7/12/2009",24,22,22,95.45833333,96.04166667,1005.208333,7.75,12.54166667,0.204166667,1,1
"7/13/2009",24,22,21.83333333,98.375,95.83333333,1004.041667,9.625,13.66666667,0.445833333,1,1
"7/14/2009",23,21,21.58333333,100,96.875,1002.416667,7.833333333,13.79166667,0.3625,1,1
"7/15/2009",22,21,21,100,97.16666667,1001.5,7.916666667,13.58333333,0.4875,1,1
"7/16/2009",23,21,21.54166667,95.33333333,96.58333333,1001.791667,8.041666667,12.875,0.229166667,1,1
"7/17/2009",23,21,21.375,91.125,95.91666667,1002.166667,7.875,13.79166667,0.1125,1,1
"7/18/2009",24,22,21.54166667,91.58333333,94.95833333,1004.541667,6.083333333,12.95833333,0.1,1,1
"7/19/2009",24,21,21.41666667,83.41666667,93.625,1006.875,5.416666667,12,0.079166667,1,1
"7/20/2009",23,22,21.66666667,98.83333333,95.45833333,1005.666667,8.333333333,12.875,0.120833333,1,1
"7/21/2009",23,22,21.83333333,99.25,95.91666667,1005.375,7.375,12.29166667,0.179166667,1,1
"7/22/2009",22,21,21.29166667,100,97,1003.75,9.375,16.75,0.408333333,1,1
"7/23/2009",22,21,21.125,100,96.83333333,1004,8.583333333,15.79166667,0.258333333,1,1
"7/24/2009",23,22,21.54166667,99.25,96.75,1006.708333,6,13.625,0.125,1,1
"7/25/2009",23,22,21.91666667,98.79166667,96.83333333,1007.416667,7.916666667,12.375,0.204166667,1,1
"7/26/2009",23,22,21.375,99.45833333,96.58333333,1007.041667,6.625,13.04166667,0.1,1,1
"7/27/2009",22,21,21.33333333,100,97.29166667,1005.833333,7.375,13.58333333,0.175,1,1
"7/28/2009",23,22,21.66666667,100,97.04166667,1005.5,8.75,13.875,0.004166667,1,1
"7/29/2009",24,22,22.20833333,100,97.08333333,1007.166667,3.916666667,9.791666667,0.008333333,1,1
"7/30/2009",23,22,22.20833333,100,97.16666667,1008.625,1.166666667,9.458333333,0.025,1,1
"7/31/2009",23,22,22.04166667,97.91666667,96.54166667,1008.375,1,9,0.008333333,1,1
"8/1/2009",24,22,21.875,96.66666667,95.29166667,1008,4.583333333,10.16666667,0.0125,1,0
"8/2/2009",24,22,21.91666667,97.54166667,95.625,1008,3.416666667,10,0,0,1
"8/3/2009",24,22,21.79166667,95.66666667,95.29166667,1007.375,3.916666667,10.91666667,0.008333333,1,1
"8/4/2009",23,22,21.25,94.16666667,95.04166667,1007.416667,4.416666667,11.75,0.025,1,1
"8/5/2009",23,22,21.45833333,93.33333333,95.08333333,1006.708333,5.083333333,11.04166667,0.066666667,1,1
"8/6/2009",24,21,21.45833333,94.625,94.83333333,1006.5,5.666666667,11.04166667,0.066666667,1,1
"8/7/2009",23,21,21.375,97.25,95.54166667,1006.541667,6.208333333,10.375,0.125,1,1
"8/8/2009",24,22,21.54166667,95.95833333,95.41666667,1006.125,5.333333333,10.70833333,0.0125,1,1
"8/9/2009",24,22,22,91.83333333,94.5,1005.375,4.583333333,9.75,0.016666667,1,1
"8/10/2009",23,22,21.95833333,99.33333333,95.41666667,1005.333333,4.291666667,8.458333333,0.054166667,1,1
"8/11/2009",25,22,21.75,88.70833333,92.875,1006.875,6.625,8.375,0.058333333,1,1
"8/12/2009",25,22,21.66666667,79.125,91.83333333,1007.166667,5.666666667,7.458333333,0.066666667,1,1
"8/13/2009",27,22,21.70833333,74.54166667,90.25,1007.583333,7.666666667,7.916666667,0.033333333,1,1
"8/14/2009",26,22,21.79166667,74.75,91.54166667,1008.625,6.208333333,8.333333333,0.020833333,1,1
"8/15/2009",25,22,21.625,81.5,91.54166667,1008.625,6.666666667,7.666666667,0.008333333,1,1
"8/16/2009",25,21,21.375,83.29166667,91.875,1008.833333,6,7.791666667,0.016666667,1,0
"8/17/2009",27,21,21.58333333,52.66666667,87.41666667,1009.041667,7.875,7.708333333,0,0,1
"8/18/2009",28,21,22.25,56.125,88.875,1008.708333,7,5.541666667,0.0125,1,0
"8/19/2009",28,22,23.25,78.70833333,91.79166667,1008.791667,5.166666667,3.458333333,0,0,1
"8/20/2009",27,22,22.75,63.08333333,92.20833333,1009.5,7.125,4.666666667,0.066666667,1,1
"8/21/2009",24,22,22,76.66666667,95.20833333,1009.333333,4,3.958333333,0.045833333,1,0
"8/22/2009",25,21,22,84.5,93.16666667,1007.916667,4,6.291666667,0,0,0
"8/23/2009",27,21,22.08333333,73.875,92.16666667,1007.125,5.5,5.25,0,0,1
"8/24/2009",23,21,21.91666667,92.29166667,95.5,1007.458333,5.541666667,6.291666667,0.0875,1,1
"8/25/2009",26,21,21.875,65.16666667,91.875,1007.541667,7.75,7.291666667,0.058333333,1,1
"8/26/2009",26,21,21.33333333,82.16666667,91.33333333,1008.375,7,9.041666667,0.095833333,1,1
"8/27/2009",25,21,21.20833333,82.25,91.83333333,1007.541667,6.708333333,9.583333333,0.070833333,1,1
"8/28/2009",23,21,21.66666667,94.54166667,95.08333333,1007.25,6.416666667,8.25,0.1625,1,1
"8/29/2009",25,22,22.04166667,94.33333333,94.125,1006.291667,7.75,9.166666667,0.15,1,1
"8/30/2009",25,22,21.83333333,90.29166667,93,1007.708333,6.75,9.375,0.05,1,1
"8/31/2009",27,21,21.66666667,72.5,89.75,1009.291667,6.666666667,6.5,0.008333333,1,1
"9/1/2009",26,21,21.79166667,72,90.625,1008.75,7,6.083333333,0.016666667,1,1
"9/2/2009",25,22,21.70833333,93.875,92,1006.75,6,8.125,0.091666667,1,1
"9/3/2009",24,22,22,96.66666667,93.29166667,1005.458333,7.333333333,8,0.1625,1,1
"9/4/2009",23,21,21.54166667,99.08333333,95.79166667,1006.208333,4.041666667,8.375,0.291666667,1,1
"9/5/2009",23,21,21.45833333,97.33333333,96.25,1005.708333,1,9.583333333,0.033333333,1,1
"9/6/2009",23,21,21.375,94.25,95.625,1005.041667,3.166666667,7.25,0.004166667,1,0
"9/7/2009",26,21,21.5,71.58333333,91.66666667,1005.75,5.583333333,6.291666667,0,0,0
"9/8/2009",25,21,21.45833333,67.70833333,91.66666667,1006.833333,5,7.5,0,0,1
"9/9/2009",27,21,21.41666667,55.625,88.29166667,1007.416667,6.666666667,8.25,0.008333333,1,0
"9/10/2009",27,20,21.125,52.66666667,88.375,1007.875,5.583333333,6.291666667,0,0,1
"9/11/2009",27,20,21.25,55.41666667,91.66666667,1009.458333,5.75,5.291666667,0.075,1,1
"9/12/2009",27,20,22.625,75.375,92,1011.375,6.458333333,5,0.229166667,1,1
"9/13/2009",23,21,22.41666667,89.66666667,98.04166667,1011.791667,4.375,3.916666667,0.495833333,1,1
"9/14/2009",29,21,23.125,58.375,92.04166667,1011.291667,6.458333333,5.25,0.258333333,1,1
"9/15/2009",28,20,22.08333333,65.79166667,90.45833333,1009.625,4.75,5.25,0.070833333,1,0
"9/16/2009",27,20,21.79166667,53.29166667,90.08333333,1009.583333,5.25,5,0,0,1
"9/17/2009",29,19,21.54166667,35.33333333,85,1010.541667,6.708333333,4.5,0.091666667,1,0
"9/18/2009",31,21,21.25,24.625,76.29166667,1010.625,8.083333333,4.291666667,0,0,1
"9/19/2009",25,22,21.45833333,51.125,88.29166667,1010.833333,9.375,3.958333333,0.041666667,1,1
"9/20/2009",31,21,22.125,34,84.66666667,1010.208333,8.583333333,5.541666667,0.066666667,1,1
"9/21/2009",30,22,22.75,45.20833333,85.66666667,1009.541667,6.708333333,5.208333333,0.204166667,1,1
"9/22/2009",31,22,22.70833333,37,83.66666667,1008.75,6.75,2.833333333,0.020833333,1,1
"9/23/2009",31,22,23.25,46.375,87.375,1009.458333,6.958333333,4.25,0.079166667,1,1
"9/24/2009",29,22,22.91666667,69.29166667,91.83333333,1010.916667,4.208333333,6,0.8,1,1
"9/25/2009",30,21,22.58333333,59.875,86.875,1010.625,4.875,6.375,0.0375,1,1
"9/26/2009",30,21,22.25,49.45833333,83.70833333,1010,5.625,6.666666667,0.004166667,1,1
"9/27/2009",29,21,21.95833333,29.45833333,82.95833333,1008.5,7.541666667,6.541666667,0.041666667,1,1
"9/28/2009",28,22,21.79166667,47.95833333,86.41666667,1007.458333,7.541666667,6.958333333,0.020833333,1,1
"9/29/2009",30,22,22.5,50.58333333,85.33333333,1006.125,6,8.416666667,0.054166667,1,1
"9/30/2009",28,22,22.41666667,55.91666667,88.58333333,1005.958333,6,8.5,0.016666667,1,1
"10/1/2009",30,22,22.95833333,35.375,86.20833333,1004.416667,6.666666667,6.833333333,0.1625,1,1
"10/2/2009",29,22,23.08333333,49.79166667,89.25,1002.833333,6.125,6.416666667,0.179166667,1,1
"10/3/2009",26,23,23.125,79.875,94.70833333,1003.541667,4.041666667,7.958333333,0.154166667,1,1
"10/4/2009",24,22,22.375,92,95.95833333,1006.041667,6.125,8.791666667,0.625,1,1
"10/5/2009",22,22,22,99.75,98.20833333,1006.458333,4,10.16666667,1.904166667,1,1
"10/6/2009",25,22,22.16666667,80.625,94.375,1007.958333,5.25,8.708333333,0.058333333,1,1
"10/7/2009",26,20,21.25,59,90.08333333,1009.333333,6.083333333,7.25,0.0125,1,0
"10/8/2009",27,19,19.70833333,54,85.58333333,1010,5.25,7.5,0,0,1
"10/9/2009",27,18,19.66666667,36.91666667,85.79166667,1010.375,5.458333333,5.416666667,0.0125,1,0
"10/10/2009",28,17,19.04166667,21.58333333,78.79166667,1011.708333,8.333333333,4.291666667,0,0,1
"10/11/2009",28,20,20.25,44.25,80.75,1012.416667,9.833333333,4.208333333,0.079166667,1,1
"10/12/2009",28,20,20.29166667,39.375,82.29166667,1012.958333,9.791666667,4.166666667,0.166666667,1,1
